;1001_IEO_NEU_XX;N
140;1002_DFA_SAD_XX.avi;S
4290;1053_IWL_NEU_XX.avi;N
5658;1070_TIE_FEA_XX.avi;N
1446;1018_ITS_SAD_XX.avi;N
6068;1075_TIE_FEA_XX.avi;A
6216;1077_IEO_SAD_MD.avi;N
2699;1034_IEO_DIS_LO.avi;N
5501;1068_IOM_DIS_XX.avi;D
4381;1054_ITH_ANG_XX.avi;A
395;1005_ITS_DIS_XX.avi;D
5724;1071_IEO_SAD_LO.avi;N
2815;1035_IWL_HAP_XX.avi;H
4078;1050_WSI_FEA_XX.avi;F
2578;1032_ITH_FEA_XX.avi;F
7089;1087_DFA_NEU_XX.avi;N
1200;1015_ITS_SAD_XX.avi;S
3278;1041_TIE_SAD_XX.avi;D
7209;1089_IEO_DIS_MD.avi;D
3667;1045_WSI_ANG_XX.avi;A
1022;1013_ITH_NEU_XX.avi;N
1060;1014_IEO_ANG_MD.avi;A
2436;1030_WSI_SAD_XX.avi;S
1374;1017_WSI_NEU_XX.avi;N
1621;1021_IEO_HAP_LO.avi;H
7401;1091_MTI_SAD_XX.avi;S
1845;1023_DFA_ANG_XX.avi;A
43;1001_MTI_FEA_XX.avi;F
1211;1015_WSI_HAP_XX.avi;H
3258;1040_WSI_FEA_XX.avi;F
4152;1051_TSI_SAD_XX.avi;N
647;1008_TSI_DIS_XX.avi;S
5974;1074_IEO_ANG_MD.avi;A
3274;1041_IEO_DIS_MD.avi;D
650;1009_IEO_HAP_MD.avi;H
2694;1034_IEO_ANG_MD.avi;A
316;1004_TSI_SAD_XX.avi;N
2653;1033_IWL_ANG_XX.avi;D
4120;1051_MTI_NEU_XX.avi;N
2385;1030_IOM_DIS_XX.avi;D
5346;1066_TAI_SAD_XX.avi;N
5577;1069_TIE_DIS_XX.avi;D
636;1008_ITS_NEU_XX.avi;N
2106;1026_WSI_NEU_XX.avi;N
2075;1026_MTI_DIS_XX.avi;D
5029;1062_IWL_HAP_XX.avi;H
3232;1040_ITH_SAD_XX.avi;N
6678;1082_ITH_DIS_XX.avi;D
4294;1053_IWL_FEA_XX.avi;F
3303;1041_MTI_ANG_XX.avi;A
3323;1041_DFA_DIS_XX.avi;D
1413;1018_IWW_DIS_XX.avi;D
2443;1031_IEO_HAP_HI.avi;H
6899;1085_IWW_FEA_XX.avi;D
5004;1062_IOM_NEU_XX.avi;N
7188;1088_TSI_DIS_XX.avi;D
5726;1071_IEO_SAD_HI.avi;N
2452;1031_IEO_FEA_HI.avi;A
4652;1057_WSI_FEA_XX.avi;F
579;1008_IEO_ANG_LO.avi;A
2223;1028_IWW_HAP_XX.avi;H
3157;1039_DFA_ANG_XX.avi;A
2632;1033_IWW_NEU_XX.avi;N
3655;1045_ITS_ANG_XX.avi;D
7369;1091_IEO_FEA_LO.avi;F
2850;1036_IEO_NEU_XX.avi;N
1402;1018_IOM_NEU_XX.avi;N
2479;1031_TAI_DIS_XX.avi;D
956;1012_ITS_FEA_XX.avi;F
6662;1082_MTI_HAP_XX.avi;H
1588;1020_IWL_FEA_XX.avi;S
2213;1028_TIE_ANG_XX.avi;A
363;1005_TAI_ANG_XX.avi;N
1114;1014_DFA_FEA_XX.avi;F
1257;1016_MTI_HAP_XX.avi;H
174;1003_IEO_FEA_HI.avi;N
3618;1045_IWW_SAD_XX.avi;D
5132;1063_ITS_FEA_XX.avi;F
129;1002_IWL_ANG_XX.avi;A
4253;1053_IEO_ANG_HI.avi;A
7179;1088_ITS_SAD_XX.avi;N
1746;1022_MTI_FEA_XX.avi;N
6109;1075_DFA_ANG_XX.avi;A
7319;1090_MTI_SAD_XX.avi;N
3709;1046_TAI_DIS_XX.avi;D
634;1008_DFA_FEA_XX.avi;A
4679;1058_IOM_ANG_XX.avi;D
95;1002_IEO_DIS_MD.avi;D
4026;1050_IWW_NEU_XX.avi;N
2573;1032_IWL_DIS_XX.avi;D
4565;1056_TSI_DIS_XX.avi;D
977;1013_IEO_ANG_LO.avi;N
6049;1075_IEO_HAP_LO.avi;N
5390;1066_WSI_FEA_XX.avi;N
5789;1071_ITS_DIS_XX.avi;D
981;1013_IEO_FEA_MD.avi;N
474;1006_ITS_SAD_XX.avi;S
727;1010_IEO_HAP_HI.avi;H
1354;1017_ITH_FEA_XX.avi;N
993;1013_IOM_HAP_XX.avi;H
7393;1091_TAI_NEU_XX.avi;N
4493;1056_IEO_HAP_HI.avi;H
1087;1014_TAI_HAP_XX.avi;H
5525;1068_IWL_DIS_XX.avi;D
5613;1069_ITH_DIS_XX.avi;D
3929;1049_IEO_DIS_LO.avi;D
3748;1046_WSI_SAD_XX.avi;N
1368;1017_TSI_NEU_XX.avi;N
1967;1025_TIE_ANG_XX.avi;A
421;1006_IEO_DIS_LO.avi;D
6610;1081_TSI_HAP_XX.avi;H
1809;1023_IOM_ANG_XX.avi;A
774;1010_IWL_FEA_XX.avi;F
3441;1043_TIE_HAP_XX.avi;H
1184;1015_IWL_FEA_XX.avi;F
5371;1066_DFA_ANG_XX.avi;A
5375;1066_ITS_HAP_XX.avi;H
3751;1046_WSI_DIS_XX.avi;H
4833;1060_IEO_DIS_HI.avi;N
5047;1062_ITS_HAP_XX.avi;H
447;1006_TAI_DIS_XX.avi;D
6736;1083_IWW_DIS_XX.avi;S
1627;1021_IEO_ANG_LO.avi;N
2990;1037_DFA_NEU_XX.avi;N
6650;1082_IWW_HAP_XX.avi;H
2063;1026_IWW_DIS_XX.avi;D
528;1007_TAI_FEA_XX.avi;D
6571;1081_IWW_FEA_XX.avi;N
6020;1074_ITH_SAD_XX.avi;S
3281;1041_TIE_DIS_XX.avi;D
971;1013_IEO_HAP_LO.avi;H
1460;1018_WSI_FEA_XX.avi;S
2061;1026_IWW_ANG_XX.avi;N
5045;1062_DFA_DIS_XX.avi;S
5975;1074_IEO_ANG_HI.avi;A
6343;1078_IWL_FEA_XX.avi;F
6738;1083_TAI_HAP_XX.avi;H
6814;1084_IWW_HAP_XX.avi;H
4557;1056_ITS_ANG_XX.avi;D
3997;1049_WSI_DIS_XX.avi;D
5438;1067_IWL_NEU_XX.avi;S
5007;1062_IOM_ANG_XX.avi;N
6369;1078_WSI_NEU_XX.avi;N
4093;1051_IEO_DIS_LO.avi;N
3567;1044_DFA_ANG_XX.avi;A
2478;1031_TAI_FEA_XX.avi;N
2891;1036_MTI_HAP_XX.avi;H
2746;1034_DFA_SAD_XX.avi;S
6792;1084_IEO_ANG_LO.avi;N
4230;1052_ITS_FEA_XX.avi;F
4915;1061_IEO_DIS_HI.avi;D
1018;1013_IWL_SAD_XX.avi;S
4435;1055_IOM_DIS_XX.avi;D
4919;1061_TIE_ANG_XX.avi;A
5809;1072_IEO_ANG_LO.avi;A
5000;1062_TIE_SAD_XX.avi;S
6727;1083_IOM_SAD_XX.avi;S
4419;1055_IEO_FEA_MD.avi;N
5968;1074_IEO_HAP_MD.avi;H
1264;1016_IWL_SAD_XX.avi;S
4792;1059_ITH_FEA_XX.avi;F
5051;1062_ITS_DIS_XX.avi;D
76;1001_WSI_HAP_XX.avi;H
4862;1060_MTI_FEA_XX.avi;N
673;1009_IOM_ANG_XX.avi;A
4765;1059_IWW_HAP_XX.avi;H
587;1008_IEO_DIS_HI.avi;S
2673;1033_ITS_DIS_XX.avi;D
967;1012_WSI_ANG_XX.avi;N
5174;1064_IWW_NEU_XX.avi;N
5151;1064_IEO_SAD_MD.avi;D
423;1006_IEO_DIS_HI.avi;D
5271;1065_MTI_ANG_XX.avi;D
5244;1065_TIE_NEU_XX.avi;N
3498;1043_TSI_FEA_XX.avi;D
3616;1045_IWW_NEU_XX.avi;N
5387;1066_WSI_HAP_XX.avi;H
6589;1081_IWL_FEA_XX.avi;N
701;1009_DFA_HAP_XX.avi;H
3991;1049_TSI_DIS_XX.avi;D
466;1006_DFA_NEU_XX.avi;N
5996;1074_IWW_SAD_XX.avi;S
2231;1028_TAI_ANG_XX.avi;A
2325;1029_IWL_ANG_XX.avi;A
4947;1061_IWL_HAP_XX.avi;H
3870;1048_TAI_SAD_XX.avi;D
6728;1083_IOM_ANG_XX.avi;A
5269;1065_MTI_HAP_XX.avi;H
3779;1047_IOM_DIS_XX.avi;F
6164;1076_TAI_NEU_XX.avi;S
5678;1070_MTI_NEU_XX.avi;N
5760;1071_MTI_NEU_XX.avi;N
5162;1064_TIE_NEU_XX.avi;N
5719;1070_WSI_DIS_XX.avi;S
691;1009_IWL_ANG_XX.avi;H
6357;1078_ITS_NEU_XX.avi;N
5999;1074_IWW_DIS_XX.avi;D
6572;1081_IWW_DIS_XX.avi;D
4857;1060_TAI_DIS_XX.avi;D
3503;1043_WSI_ANG_XX.avi;A
4952;1061_ITH_NEU_XX.avi;N
112;1002_IWW_FEA_XX.avi;F
5278;1065_IWL_FEA_XX.avi;N
4314;1053_TSI_NEU_XX.avi;N
5769;1071_IWL_ANG_XX.avi;A
4041;1050_MTI_ANG_XX.avi;A
6433;1079_DFA_NEU_XX.avi;N
5361;1066_IWL_DIS_XX.avi;S
7142;1088_IWW_HAP_XX.avi;H
3851;1048_TIE_HAP_XX.avi;H
3012;1037_WSI_FEA_XX.avi;F
488;1006_WSI_FEA_XX.avi;N
237;1003_TSI_DIS_XX.avi;S
2383;1030_IOM_ANG_XX.avi;D
1757;1022_ITH_ANG_XX.avi;A
7138;1088_IOM_ANG_XX.avi;A
7004;1086_ITH_ANG_XX.avi;A
3108;1039_IEO_FEA_HI.avi;F
5807;1072_IEO_SAD_MD.avi;N
239;1003_WSI_HAP_XX.avi;H
3835;1048_IEO_HAP_LO.avi;H
1237;1016_TIE_DIS_XX.avi;A
1382;1018_IEO_HAP_MD.avi;H
3528;1044_IOM_NEU_XX.avi;N
1163;1015_IWW_HAP_XX.avi;H
5537;1068_DFA_DIS_XX.avi;D
7105;1087_TSI_FEA_XX.avi;N
415;1006_IEO_ANG_LO.avi;N
4064;1050_ITS_SAD_XX.avi;N
221;1003_DFA_HAP_XX.avi;H
6663;1082_MTI_SAD_XX.avi;D
3476;1043_ITH_NEU_XX.avi;N
3466;1043_MTI_SAD_XX.avi;S
1487;1019_IOM_ANG_XX.avi;A
1155;1015_TIE_DIS_XX.avi;D
6697;1082_WSI_NEU_XX.avi;N
125;1002_MTI_DIS_XX.avi;D
2392;1030_TAI_NEU_XX.avi;N
4452;1055_MTI_FEA_XX.avi;F
6888;1085_TIE_DIS_XX.avi;D
2082;1026_ITH_NEU_XX.avi;N
2669;1033_ITS_HAP_XX.avi;H
5167;1064_TIE_DIS_XX.avi;D
66;1001_ITS_ANG_XX.avi;A
6826;1084_MTI_HAP_XX.avi;H
2020;1025_TSI_SAD_XX.avi;D
4893;1060_TSI_DIS_XX.avi;A
3561;1044_ITH_ANG_XX.avi;A
5036;1062_ITH_SAD_XX.avi;S
5882;1072_WSI_FEA_XX.avi;F
4515;1056_IOM_ANG_XX.avi;A
6679;1082_DFA_NEU_XX.avi;H
4456;1055_IWL_SAD_XX.avi;N
4297;1053_ITH_HAP_XX.avi;H
210;1003_IWL_SAD_XX.avi;N
4561;1056_TSI_HAP_XX.avi;H
7233;1089_TAI_FEA_XX.avi;F
7262;1089_ITS_ANG_XX.avi;A
547;1007_ITH_DIS_XX.avi;D
6652;1082_IWW_ANG_XX.avi;A
1277;1016_DFA_ANG_XX.avi;A
2446;1031_IEO_SAD_HI.avi;N
515;1007_IOM_ANG_XX.avi;A
295;1004_IWL_DIS_XX.avi;S
292;1004_IWL_SAD_XX.avi;S
6305;1078_IEO_FEA_HI.avi;F
1397;1018_TIE_HAP_XX.avi;H
2559;1032_TAI_ANG_XX.avi;A
192;1003_IWW_SAD_XX.avi;N
4980;1061_WSI_FEA_XX.avi;F
2797;1035_IWW_HAP_XX.avi;H
6148;1076_TIE_SAD_XX.avi;S
1233;1016_TIE_HAP_XX.avi;H
2629;1033_IOM_ANG_XX.avi;A
6045;1074_WSI_ANG_XX.avi;A
231;1003_ITS_DIS_XX.avi;D
1152;1015_TIE_SAD_XX.avi;N
6693;1082_TSI_SAD_XX.avi;S
3978;1049_DFA_FEA_XX.avi;F
5644;1070_IEO_SAD_HI.avi;N
2588;1032_ITS_SAD_XX.avi;N
5876;1072_TSI_FEA_XX.avi;F
3896;1048_DFA_FEA_XX.avi;D
4407;1054_WSI_DIS_XX.avi;F
6172;1076_MTI_SAD_XX.avi;S
4637;1057_ITS_HAP_XX.avi;H
303;1004_DFA_HAP_XX.avi;H
4665;1058_IEO_FEA_MD.avi;S
3818;1047_ITS_SAD_XX.avi;N
936;1012_IWL_SAD_XX.avi;S
5877;1072_TSI_DIS_XX.avi;A
3963;1049_IWL_HAP_XX.avi;H
3860;1048_IOM_FEA_XX.avi;F
2267;1028_TSI_ANG_XX.avi;A
3644;1045_ITH_FEA_XX.avi;F
4817;1059_WSI_DIS_XX.avi;D
3126;1039_IWW_SAD_XX.avi;S
6479;1080_IOM_NEU_XX.avi;N
5841;1072_TAI_DIS_XX.avi;A
3960;1049_MTI_FEA_XX.avi;F
6713;1083_IEO_FEA_LO.avi;S
5790;1071_TSI_NEU_XX.avi;N
584;1008_IEO_FEA_HI.avi;F
4032;1050_TAI_NEU_XX.avi;N
3546;1044_MTI_NEU_XX.avi;N
12;1001_IEO_DIS_LO.avi;D
202;1003_MTI_NEU_XX.avi;N
968;1012_WSI_FEA_XX.avi;F
5149;1064_IEO_HAP_HI.avi;H
5940;1073_ITH_FEA_XX.avi;S
2014;1025_ITS_SAD_XX.avi;S
1458;1018_WSI_SAD_XX.avi;N
6468;1080_IEO_FEA_MD.avi;N
7346;1090_ITS_DIS_XX.avi;D
4930;1061_IWW_SAD_XX.avi;N
4469;1055_DFA_ANG_XX.avi;A
3428;1043_IEO_SAD_LO.avi;S
4615;1057_MTI_ANG_XX.avi;N
603;1008_IWW_ANG_XX.avi;A
4849;1060_IWW_ANG_XX.avi;A
7326;1090_IWL_ANG_XX.avi;A
6296;1078_IEO_HAP_HI.avi;H
4337;1054_IEO_FEA_MD.avi;S
4420;1055_IEO_FEA_HI.avi;F
4851;1060_IWW_DIS_XX.avi;D
3236;1040_DFA_NEU_XX.avi;N
943;1012_ITH_ANG_XX.avi;A
800;1010_WSI_NEU_XX.avi;N
1662;1021_MTI_SAD_XX.avi;N
1208;1015_TSI_FEA_XX.avi;A
4351;1054_IOM_ANG_XX.avi;A
5728;1071_IEO_ANG_MD.avi;N
6810;1084_IOM_ANG_XX.avi;D
2614;1033_IEO_FEA_LO.avi;F
4068;1050_TSI_NEU_XX.avi;D
7288;1090_IEO_FEA_MD.avi;N
3673;1046_IEO_HAP_HI.avi;H
5105;1063_MTI_HAP_XX.avi;H
57;1001_DFA_NEU_XX.avi;N
6993;1086_MTI_FEA_XX.avi;N
6974;1086_IOM_ANG_XX.avi;A
1466;1019_IEO_SAD_LO.avi;N
4611;1057_TAI_DIS_XX.avi;D
4421;1055_IEO_DIS_LO.avi;D
2996;1037_ITS_NEU_XX.avi;N
5022;1062_MTI_NEU_XX.avi;F
5980;1074_IEO_DIS_MD.avi;S
3859;1048_IOM_ANG_XX.avi;D
7352;1090_TSI_DIS_XX.avi;S
6912;1085_MTI_DIS_XX.avi;D
2986;1037_ITH_SAD_XX.avi;F
1339;1017_MTI_HAP_XX.avi;H
2548;1032_IOM_FEA_XX.avi;N
24;1001_IOM_ANG_XX.avi;N
2239;1028_MTI_DIS_XX.avi;D
3392;1042_IWL_FEA_XX.avi;F
3080;1038_ITS_SAD_XX.avi;D
5616;1069_DFA_SAD_XX.avi;S
4924;1061_IOM_SAD_XX.avi;N
5888;1073_IEO_SAD_LO.avi;S
4361;1054_TAI_HAP_XX.avi;H
3737;1046_ITS_ANG_XX.avi;N
1923;1024_ITH_DIS_XX.avi;D
4149;1051_ITS_DIS_XX.avi;D
929;1012_MTI_HAP_XX.avi;H
6196;1076_ITS_ANG_XX.avi;D
1865;1023_WSI_DIS_XX.avi;D
6230;1077_TIE_ANG_XX.avi;A
6797;1084_IEO_FEA_HI.avi;F
3304;1041_MTI_FEA_XX.avi;N
73;1001_TSI_FEA_XX.avi;F
4906;1061_IEO_SAD_HI.avi;S
7070;1087_TAI_DIS_XX.avi;F
6744;1083_MTI_HAP_XX.avi;N
6934;1085_ITS_ANG_XX.avi;A
1484;1019_IOM_NEU_XX.avi;N
2767;1034_WSI_DIS_XX.avi;N
6969;1086_TIE_FEA_XX.avi;N
3325;1041_ITS_HAP_XX.avi;N
5661;1070_IOM_HAP_XX.avi;H
2240;1028_IWL_NEU_XX.avi;N
4102;1051_IOM_NEU_XX.avi;N
2461;1031_TIE_DIS_XX.avi;F
2206;1028_IEO_FEA_HI.avi;A
6734;1083_IWW_ANG_XX.avi;A
2330;1029_ITH_SAD_XX.avi;S
4916;1061_TIE_NEU_XX.avi;N
854;1011_IWL_SAD_XX.avi;S
837;1011_IWW_ANG_XX.avi;A
3604;1045_TIE_NEU_XX.avi;N
3782;1047_IWW_SAD_XX.avi;N
1483;1019_TIE_DIS_XX.avi;N
4756;1059_TIE_FEA_XX.avi;F
652;1009_IEO_SAD_LO.avi;N
5914;1073_IWW_SAD_XX.avi;S
2762;1034_WSI_NEU_XX.avi;N
5421;1067_IWW_HAP_XX.avi;H
796;1010_TSI_SAD_XX.avi;N
3354;1042_IEO_FEA_HI.avi;A
4137;1051_ITH_DIS_XX.avi;F
6204;1076_TSI_DIS_XX.avi;D
3729;1046_DFA_HAP_XX.avi;H
2595;1032_TSI_ANG_XX.avi;A
1602;1020_ITS_NEU_XX.avi;N
5164;1064_TIE_SAD_XX.avi;S
1650;1021_IWW_SAD_XX.avi;N
5389;1066_WSI_ANG_XX.avi;A
4744;1059_IEO_ANG_MD.avi;A
3816;1047_ITS_NEU_XX.avi;N
7110;1087_WSI_ANG_XX.avi;A
1488;1019_IOM_FEA_XX.avi;N
3261;1041_IEO_HAP_LO.avi;N
3826;1047_TSI_FEA_XX.avi;F
3423;1042_WSI_DIS_XX.avi;A
3187;1040_IEO_ANG_HI.avi;A
2917;1036_ITS_ANG_XX.avi;A
3533;1044_IOM_DIS_XX.avi;S
107;1002_IOM_DIS_XX.avi;F
2861;1036_IEO_FEA_MD.avi;F
778;1010_ITH_SAD_XX.avi;N
6909;1085_MTI_SAD_XX.avi;N
389;1005_DFA_DIS_XX.avi;D
6880;1085_IEO_DIS_LO.avi;F
3582;1044_WSI_NEU_XX.avi;N
6793;1084_IEO_ANG_MD.avi;N
1599;1020_DFA_ANG_XX.avi;A
3635;1045_IWL_HAP_XX.avi;H
828;1011_IOM_NEU_XX.avi;N
362;1005_TAI_SAD_XX.avi;N
6302;1078_IEO_ANG_HI.avi;A
5200;1064_ITH_SAD_XX.avi;N
3676;1046_IEO_SAD_HI.avi;N
2497;1031_ITH_DIS_XX.avi;D
5126;1063_DFA_FEA_XX.avi;F
2508;1031_ITS_FEA_XX.avi;D
601;1008_IWW_HAP_XX.avi;H
6978;1086_IWW_HAP_XX.avi;H
3292;1041_IWW_FEA_XX.avi;F
5499;1068_IOM_ANG_XX.avi;A
4721;1058_ITS_ANG_XX.avi;D
2788;1035_TIE_FEA_XX.avi;F
6405;1079_IWW_SAD_XX.avi;S
5072;1063_IEO_ANG_MD.avi;A
6508;1080_IWL_DIS_XX.avi;D
2703;1034_TIE_HAP_XX.avi;N
7133;1088_TIE_FEA_XX.avi;F
4598;1057_IOM_FEA_XX.avi;H
1816;1023_IWW_FEA_XX.avi;F
3794;1047_MTI_SAD_XX.avi;F
6226;1077_IEO_DIS_HI.avi;D
4931;1061_IWW_ANG_XX.avi;A
5976;1074_IEO_FEA_LO.avi;F
5064;1063_IEO_NEU_XX.avi;N
1630;1021_IEO_FEA_LO.avi;F
3733;1046_DFA_DIS_XX.avi;N
660;1009_IEO_FEA_HI.avi;F
6752;1083_IWL_ANG_XX.avi;A
7149;1088_TAI_SAD_XX.avi;N
1727;1022_IOM_ANG_XX.avi;A
2178;1027_ITS_SAD_XX.avi;N
5730;1071_IEO_FEA_LO.avi;S
1704;1022_IEO_HAP_MD.avi;H
1515;1019_DFA_HAP_XX.avi;H
220;1003_DFA_NEU_XX.avi;N
1947;1024_WSI_DIS_XX.avi;S
1286;1016_TSI_NEU_XX.avi;N
841;1011_TAI_HAP_XX.avi;H
2464;1031_IOM_SAD_XX.avi;S
87;1002_IEO_SAD_HI.avi;N
2195;1028_IEO_HAP_LO.avi;H
2397;1030_TAI_DIS_XX.avi;D
5106;1063_MTI_SAD_XX.avi;S
324;1004_WSI_FEA_XX.avi;F
859;1011_ITH_HAP_XX.avi;H
5765;1071_MTI_DIS_XX.avi;D
953;1012_ITS_HAP_XX.avi;H
7276;1089_WSI_DIS_XX.avi;D
1999;1025_IWL_DIS_XX.avi;D
6016;1074_IWL_FEA_XX.avi;S
6152;1076_IOM_NEU_XX.avi;N
3668;1045_WSI_FEA_XX.avi;N
3469;1043_MTI_DIS_XX.avi;D
4694;1058_MTI_NEU_XX.avi;N
1900;1024_TAI_NEU_XX.avi;S
3958;1049_MTI_SAD_XX.avi;N
6103;1075_ITH_ANG_XX.avi;D
4176;1052_IEO_DIS_MD.avi;D
482;1006_TSI_FEA_XX.avi;N
6176;1076_IWL_NEU_XX.avi;N
7331;1090_ITH_SAD_XX.avi;N
6813;1084_IWW_NEU_XX.avi;N
6953;1086_IEO_SAD_LO.avi;N
7332;1090_ITH_ANG_XX.avi;A
6041;1074_TSI_DIS_XX.avi;D
6256;1077_MTI_DIS_XX.avi;D
3847;1048_IEO_DIS_LO.avi;D
6494;1080_TAI_ANG_XX.avi;D
6447;1079_TSI_SAD_XX.avi;S
3914;1048_WSI_FEA_XX.avi;F
4603;1057_IWW_ANG_XX.avi;A
5895;1073_IEO_FEA_MD.avi;F
959;1012_TSI_HAP_XX.avi;H
2596;1032_TSI_FEA_XX.avi;A
62;1001_DFA_DIS_XX.avi;A
1442;1018_DFA_FEA_XX.avi;F
6007;1074_MTI_HAP_XX.avi;H
396;1005_TSI_NEU_XX.avi;N
4100;1051_TIE_FEA_XX.avi;F
4546;1056_ITH_FEA_XX.avi;S
1120;1014_ITS_FEA_XX.avi;F
6217;1077_IEO_SAD_HI.avi;S
3472;1043_IWL_SAD_XX.avi;S
6687;1082_ITS_SAD_XX.avi;S
3940;1049_IOM_SAD_XX.avi;N
4334;1054_IEO_ANG_MD.avi;A
3552;1044_IWL_NEU_XX.avi;N
1066;1014_IEO_DIS_MD.avi;D
2040;1026_IEO_FEA_LO.avi;F
3714;1046_MTI_FEA_XX.avi;S
6055;1075_IEO_ANG_LO.avi;A
6853;1084_ITS_FEA_XX.avi;F
730;1010_IEO_SAD_HI.avi;N
1246;1016_IWW_SAD_XX.avi;S
6417;1079_MTI_SAD_XX.avi;N
791;1010_ITS_ANG_XX.avi;A
4707;1058_ITH_HAP_XX.avi;H
2713;1034_IOM_DIS_XX.avi;S
5617;1069_DFA_ANG_XX.avi;A
4799;1059_DFA_DIS_XX.avi;D
336;1005_IEO_FEA_LO.avi;N
1157;1015_IOM_HAP_XX.avi;H
5750;1071_IWW_SAD_XX.avi;N
3836;1048_IEO_HAP_MD.avi;H
915;1012_IOM_DIS_XX.avi;D
1029;1013_DFA_HAP_XX.avi;H
1430;1018_IWL_FEA_XX.avi;F
6460;1080_IEO_HAP_HI.avi;H
4422;1055_IEO_DIS_MD.avi;D
6286;1077_TSI_DIS_XX.avi;D
7154;1088_MTI_HAP_XX.avi;H
5852;1072_IWL_FEA_XX.avi;F
1739;1022_TAI_ANG_XX.avi;A
6401;1079_IOM_FEA_XX.avi;F
7030;1086_WSI_DIS_XX.avi;A
5837;1072_TAI_HAP_XX.avi;H
808;1011_IEO_HAP_MD.avi;H
5261;1065_IWW_DIS_XX.avi;F
169;1003_IEO_ANG_LO.avi;N
6424;1079_IWL_ANG_XX.avi;A
308;1004_ITS_NEU_XX.avi;N
6997;1086_IWL_SAD_XX.avi;N
982;1013_IEO_FEA_HI.avi;F
6009;1074_MTI_ANG_XX.avi;A
725;1010_IEO_HAP_LO.avi;H
4366;1054_MTI_NEU_XX.avi;N
3767;1047_IEO_DIS_HI.avi;D
3337;1041_WSI_HAP_XX.avi;H
5207;1064_DFA_ANG_XX.avi;A
3245;1040_ITS_ANG_XX.avi;A
3945;1049_IWW_HAP_XX.avi;H
6222;1077_IEO_FEA_MD.avi;N
1110;1014_DFA_NEU_XX.avi;N
4466;1055_DFA_NEU_XX.avi;D
3375;1042_IWW_DIS_XX.avi;D
2210;1028_TIE_NEU_XX.avi;N
6632;1082_IEO_FEA_MD.avi;S
1370;1017_TSI_SAD_XX.avi;N
5329;1066_TIE_ANG_XX.avi;N
3588;1045_IEO_NEU_XX.avi;N
931;1012_MTI_ANG_XX.avi;N
3874;1048_MTI_NEU_XX.avi;N
1288;1016_TSI_SAD_XX.avi;S
2995;1037_DFA_DIS_XX.avi;D
2949;1037_TIE_HAP_XX.avi;H
1969;1025_TIE_DIS_XX.avi;D
5533;1068_DFA_HAP_XX.avi;H
41;1001_MTI_SAD_XX.avi;N
3352;1042_IEO_FEA_LO.avi;N
2702;1034_TIE_NEU_XX.avi;N
1922;1024_ITH_FEA_XX.avi;S
3211;1040_IWW_DIS_XX.avi;S
6315;1078_IOM_NEU_XX.avi;N
6515;1080_DFA_NEU_XX.avi;N
811;1011_IEO_SAD_MD.avi;S
1886;1024_TIE_FEA_XX.avi;F
4203;1052_MTI_HAP_XX.avi;H
38;1001_TAI_DIS_XX.avi;A
1863;1023_WSI_ANG_XX.avi;A
7069;1087_TAI_FEA_XX.avi;S
5813;1072_IEO_FEA_MD.avi;A
3497;1043_TSI_ANG_XX.avi;D
1748;1022_IWL_NEU_XX.avi;N
2120;1027_IEO_ANG_MD.avi;A
258;1004_IEO_DIS_MD.avi;S
5912;1073_IWW_NEU_XX.avi;N
1719;1022_TIE_HAP_XX.avi;H
3489;1043_ITS_HAP_XX.avi;H
6437;1079_DFA_FEA_XX.avi;F
2229;1028_TAI_HAP_XX.avi;H
3299;1041_TAI_DIS_XX.avi;D
4607;1057_TAI_HAP_XX.avi;H
6770;1083_ITS_ANG_XX.avi;A
1549;1020_IEO_FEA_MD.avi;S
3710;1046_MTI_NEU_XX.avi;N
2400;1030_MTI_SAD_XX.avi;S
4;1001_IEO_SAD_MD.avi;N
4286;1053_MTI_SAD_XX.avi;S
353;1005_IOM_DIS_XX.avi;F
4368;1054_MTI_SAD_XX.avi;F
6576;1081_TAI_ANG_XX.avi;A
1345;1017_IWL_HAP_XX.avi;H
445;1006_TAI_ANG_XX.avi;A
6645;1082_IOM_SAD_XX.avi;S
427;1006_TIE_ANG_XX.avi;A
2882;1036_IWW_FEA_XX.avi;F
6177;1076_IWL_HAP_XX.avi;H
5169;1064_IOM_HAP_XX.avi;H
5694;1070_ITH_FEA_XX.avi;N
2362;1030_IEO_SAD_LO.avi;D
3408;1042_ITS_SAD_XX.avi;N
186;1003_IOM_SAD_XX.avi;N
1995;1025_IWL_HAP_XX.avi;H
4359;1054_IWW_DIS_XX.avi;D
400;1005_TSI_FEA_XX.avi;N
4206;1052_MTI_FEA_XX.avi;F
3083;1038_ITS_DIS_XX.avi;D
4888;1060_TSI_NEU_XX.avi;N
3386;1042_MTI_FEA_XX.avi;N
6906;1085_TAI_DIS_XX.avi;D
6908;1085_MTI_HAP_XX.avi;H
4779;1059_MTI_ANG_XX.avi;A
2290;1029_IEO_DIS_MD.avi;D
788;1010_ITS_NEU_XX.avi;N
382;1005_ITH_FEA_XX.avi;F
2693;1034_IEO_ANG_LO.avi;S
910;1012_IOM_NEU_XX.avi;N
5714;1070_WSI_NEU_XX.avi;D
7408;1091_IWL_ANG_XX.avi;N
5698;1070_DFA_SAD_XX.avi;N
6303;1078_IEO_FEA_LO.avi;N
2366;1030_IEO_ANG_MD.avi;A
